Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time,11,Race,Date,Location
89,Kathleen Oliveto,1674,F50-54,USA,00:49:49,00:08:30,00:07:28,16:45:53,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
110,Steve Canova,3399,M55-59,USA,00:38:35,00:05:43,00:08:48,16:45:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
209,Jonathan Eser,2267,M35-39,USA,00:38:54,00:06:25,00:07:56,16:45:49,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
129,Stacie Perkins,1278,F40-44,USA,00:40:19,00:02:31,00:03:55,16:45:40,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
42,Dudley Berthold,3540,M60-64,USA,00:41:48,00:03:39,00:08:39,16:45:39,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
89,Arjun Teotia,2006,M25-29,IND,00:37:02,00:06:01,00:03:33,16:45:38,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
256,Philip Garcia,2560,M40-44,USA,00:40:40,00:07:54,00:08:27,16:45:37,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
130,Stacy Garcia,1207,F40-44,USA,00:42:21,00:05:26,00:08:33,16:45:36,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
11,Brittney Smith,820,F18-24,USA,00:39:11,00:05:11,00:06:35,16:45:33,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
110,Huon Le,733,F45-49,USA,00:42:39,00:06:19,00:05:23,16:45:31,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
111,Elizabeth Dewberry,1407,F45-49,USA,00:36:51,00:08:18,00:10:40,16:45:29,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
203,Kevin Bryars,3160,M50-54,USA,00:38:06,00:05:17,00:06:20,16:45:29,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
49,Team Righteous Mothers,4047,RELAY,USA,00:43:14,00:02:39,00:03:05,16:45:28,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
11,Mark Lackey,3604,M65-69,USA,00:39:40,00:06:45,00:06:36,16:45:23,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
245,Jeff Ross,3052,M45-49,USA,00:37:34,00:07:23,00:05:34,16:45:21,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
90,Barbara Silberman,1694,F50-54,USA,00:38:27,00:08:18,00:09:15,16:45:16,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
246,Tanner Lovelace,599,M45-49,USA,00:36:48,00:04:44,00:06:27,16:45:13,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
247,Erick Robalino,3046,M45-49,USA,00:49:05,00:09:42,00:10:10,16:45:12,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
90,Michael Greaves,1935,M25-29,USA,00:30:17,00:05:14,00:04:46,16:45:11,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
12,Macey Salazar,819,F18-24,USA,00:35:42,00:03:24,00:05:56,16:45:02,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
112,Evelyn Roland,1532,F45-49,USA,00:37:52,00:03:15,00:04:18,16:45:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
91,Lori Reynolds,1684,F50-54,USA,00:41:03,00:07:13,00:07:14,16:44:58,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
204,Phil Laney,3247,M50-54,USA,00:39:54,00:04:35,00:07:00,16:44:50,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
257,Danny Giraldo,2567,M40-44,USA,00:37:22,00:03:32,00:32:02,16:44:49,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
50,Team Cranky Pants,4016,RELAY,USA,00:38:25,00:04:17,00:02:20,16:44:49,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
131,Cheryl Shackelford,1310,F40-44,USA,00:38:29,00:02:42,00:06:43,16:44:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
205,Hugo Scavino,3328,M50-54,PER,00:43:37,00:03:28,00:05:03,16:44:12,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
92,Paula Crossett,1605,F50-54,USA,00:48:09,00:04:09,00:04:40,16:44:06,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
248,John Zinn,3127,M45-49,USA,00:35:00,00:04:47,00:05:53,16:44:06,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
113,Marci Lynn Miller,1489,F45-49,USA,00:38:28,00:05:57,00:04:30,16:44:06,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
39,Nancy Cercy,743,F55-59,USA,00:38:53,00:05:34,00:03:43,16:43:44,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
91,Steven Smith,1998,M25-29,USA,00:36:13,00:08:49,00:07:34,16:43:35,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
93,Kathy Cross,1604,F50-54,USA,00:36:20,00:04:06,00:04:52,16:43:35,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
118,Jessica Yelvington,1149,F35-39,USA,00:43:48,00:03:56,00:03:43,16:43:30,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
1,Pamela Wilson,107,F PC,USA,00:38:20,00:05:00,00:03:47,16:43:30,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
40,Lisa Greenwaldt,1763,F55-59,USA,00:40:48,00:05:44,00:08:29,16:43:26,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
258,Ed Pustilnik,2687,M40-44,USA,00:33:52,00:05:42,00:05:40,16:43:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
249,James Suarez,3085,M45-49,USA,00:37:47,00:05:53,00:04:48,16:43:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
94,Hanhv Vo-Booker,741,F50-54,USA,00:36:58,00:03:02,00:05:36,16:43:15,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
167,Kevin Robinson,2167,M30-34,USA,00:43:50,00:05:46,00:09:47,16:43:14,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
92,Matthew Hammond,1939,M25-29,USA,00:32:17,00:02:32,00:02:06,16:43:14,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
119,Stephanie Fish,1047,F35-39,USA,00:45:48,00:06:49,00:04:06,16:43:13,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
168,Dan Florez,2078,M30-34,USA,00:36:22,00:03:23,00:04:36,16:42:54,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
250,John Devito,2856,M45-49,USA,00:36:08,00:06:27,00:07:08,16:42:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
206,Eric Lindzen,3254,M50-54,USA,00:38:19,00:09:18,00:12:54,16:42:49,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
95,Laura Miller,1665,F50-54,USA,00:36:30,00:03:31,00:04:09,16:42:48,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
114,Tinna Otero,1506,F45-49,USA,00:37:20,00:04:26,00:04:23,16:42:44,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
132,Sara Santana,1305,F40-44,USA,00:37:17,00:05:06,00:05:52,16:42:42,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
251,Laiq Rahaman,3033,M45-49,USA,00:44:00,00:05:08,00:05:03,16:42:36,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
259,Dan Bistyga,2487,M40-44,USA,00:33:55,00:04:43,00:07:02,16:42:31,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
115,Lisa Padfield,1507,F45-49,USA,00:40:33,00:05:19,00:04:53,16:42:30,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
43,William Black,3541,M60-64,USA,00:59:31,00:06:03,00:08:01,16:42:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
133,Debbie Ormand,1273,F40-44,USA,00:32:43,00:08:34,00:06:39,16:42:06,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
260,Thomas Berry,2484,M40-44,USA,00:32:36,00:08:15,00:07:28,16:41:57,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
261,Matthew Holleman,2594,M40-44,USA,00:39:59,00:04:15,00:06:45,16:41:57,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
207,Manuel Fernandez,3197,M50-54,USA,00:42:50,00:06:23,00:05:37,16:41:53,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
252,Dinesh Arab,2786,M45-49,USA,00:40:30,00:05:00,00:07:41,16:41:51,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
93,Brett Swikle,2004,M25-29,USA,00:40:14,00:06:33,00:09:34,16:41:40,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
253,William Kelly Starnes,3078,M45-49,USA,00:37:35,00:03:53,00:05:19,16:41:35,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
96,Melissa Price,1679,F50-54,USA,00:39:53,00:08:06,00:09:43,16:41:32,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
97,Lisa Davis,1608,F50-54,USA,00:44:14,00:06:26,00:07:59,16:41:30,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
98,Susan Williams,1722,F50-54,USA,00:40:06,00:06:55,00:06:38,16:41:21,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
262,Antonio Alexandro,2459,M40-44,USA,00:38:41,00:05:29,00:06:26,16:41:12,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
263,Dallon Shirley,691,M40-44,USA,00:33:16,00:12:53,00:07:41,16:41:00,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
120,Casey Essary,1043,F35-39,USA,00:36:49,00:09:27,00:07:41,16:40:59,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
13,Shannon Woodward,822,F18-24,USA,00:31:32,00:05:21,00:05:44,16:40:58,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
208,John Lueder,3258,M50-54,USA,00:39:55,00:11:54,00:14:11,16:40:48,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
254,Marty Schaefer,3057,M45-49,USA,00:38:51,00:04:33,00:06:42,16:40:35,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
209,Steve Bryant,3159,M50-54,USA,00:37:25,00:03:53,00:08:58,16:40:34,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
52,Julie Shaw,476,F25-29,USA,00:29:19,00:04:50,00:04:19,16:40:31,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
86,Jennifer Crabb,905,F30-34,USA,00:41:47,00:06:00,00:05:16,16:40:29,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
111,Bill Hurley,763,M55-59,USA,00:40:17,00:06:30,00:06:28,16:40:27,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
87,Jennifer Cates,898,F30-34,USA,00:39:22,00:05:37,00:04:57,16:40:25,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
255,Russell Bell,2795,M45-49,USA,00:36:45,00:03:53,00:04:49,16:40:25,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
116,Shellie Seccuro,1536,F45-49,USA,00:42:22,00:05:30,00:06:04,16:40:21,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
256,Jason Bowie,2809,M45-49,USA,00:38:52,00:03:33,00:06:01,16:39:58,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
112,Jay Belinfante,3390,M55-59,USA,00:39:45,00:05:14,00:07:30,16:39:50,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
121,Krystal James,1070,F35-39,USA,00:43:48,00:06:10,00:05:58,16:39:38,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
264,Al Gomez-Pina,2573,M40-44,USA,00:37:37,00:05:41,00:06:35,16:39:36,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
117,Brenda Basco,1369,F45-49,PRI,00:48:32,00:02:24,00:04:40,16:39:35,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
122,Paige Chenault,1022,F35-39,USA,00:39:08,00:05:13,00:04:13,16:39:33,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
99,Judy Leck,1649,F50-54,CAN,00:46:01,00:04:50,00:06:21,16:39:20,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
88,Jamie Clark,901,F30-34,USA,00:41:52,00:04:44,00:08:35,16:39:19,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
257,Chris Heath,2904,M45-49,USA,00:38:51,00:04:19,00:08:15,16:39:09,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
89,Lisa Heath,925,F30-34,USA,00:35:34,00:03:33,00:04:11,16:39:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
134,Cara Richardson,1291,F40-44,USA,00:41:58,00:04:57,00:05:30,16:39:00,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
113,Don Smith,3516,M55-59,USA,00:43:03,00:09:35,00:05:59,16:38:59,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
53,Katie Young,888,F25-29,USA,00:38:10,00:04:56,00:04:39,16:38:40,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
265,Ben Taube,2738,M40-44,USA,00:41:21,00:04:28,00:05:49,16:38:30,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
123,Lisa Skiver,681,F35-39,USA,00:33:58,00:05:38,00:04:35,16:38:22,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
210,Cesar Villanueva,3365,M50-54,BOL,00:37:05,00:05:28,00:07:41,16:38:16,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
258,Nestor Escalera,2870,M45-49,USA,00:36:58,00:11:47,00:12:52,16:38:08,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
12,Sam Boyd,3594,M65-69,USA,00:36:25,00:04:46,00:06:47,16:38:04,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
94,Sam Fairchild,1930,M25-29,USA,00:52:08,00:05:42,00:08:10,16:38:02,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
41,Vicky Klink,1777,F55-59,USA,00:40:20,00:06:15,00:03:50,16:38:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
210,Bryan Fowler,2271,M35-39,USA,00:39:56,00:04:36,00:05:09,16:37:59,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
42,Mavis Compagno,1743,F55-59,USA,00:39:08,00:03:53,00:05:20,16:37:55,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
124,Melissa Marowelli,1085,F35-39,USA,00:39:10,00:03:15,00:06:03,16:37:51,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
266,Alan Maxwell,2639,M40-44,USA,00:43:52,00:05:41,00:07:35,16:37:41,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
211,Robert Wilson,2447,M35-39,USA,00:40:17,00:06:01,00:05:44,16:37:29,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
267,Adam Elrod,2542,M40-44,USA,00:51:18,00:07:46,00:07:47,16:37:14,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
54,Laura Meehan,475,F25-29,USA,00:40:01,00:03:13,00:04:01,16:37:14,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
55,Ashley Gee,842,F25-29,USA,00:32:59,00:04:53,00:08:02,16:37:13,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
114,Terence Pippins,3500,M55-59,USA,00:45:43,00:04:31,00:08:35,16:37:06,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
95,Curtis Lemieux,1960,M25-29,USA,00:48:45,00:04:36,00:09:22,16:37:05,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
135,Roxana Allen,1155,F40-44,VEN,00:38:58,00:05:46,00:08:18,16:36:49,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
259,Thomas Walden,751,M45-49,USA,00:57:59,00:03:36,00:07:16,16:36:47,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
260,Scott Baker,2791,M45-49,USA,00:35:45,00:08:19,00:07:10,16:36:44,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
136,Jennifer Deason,1188,F40-44,USA,00:35:11,00:04:48,00:06:45,16:36:43,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
100,Terri Bennett,1588,F50-54,USA,00:35:21,00:06:22,00:08:29,16:36:41,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
261,Philip Gondolfi,2891,M45-49,USA,00:35:18,00:05:18,00:06:41,16:36:30,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
211,Mark Vaccaro,3356,M50-54,USA,00:40:17,00:04:22,00:08:21,16:36:20,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
268,Stacey Scarboro,2707,M40-44,USA,00:42:10,00:05:56,00:03:55,16:36:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
101,Kelly Carle,1598,F50-54,USA,00:41:55,00:06:38,00:10:14,16:36:13,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
102,Jill Ryan Holden,1690,F50-54,USA,00:46:46,00:06:58,00:12:43,16:36:10,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
262,David Mann,2978,M45-49,USA,00:41:19,00:02:52,00:06:20,16:36:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
125,Yolanda Clements,1024,F35-39,USA,00:40:14,00:05:08,00:11:08,16:36:05,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
212,Robert Bernstein,3142,M50-54,USA,00:42:10,00:07:17,00:06:26,16:35:50,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
13,Eloise Gilbert,542,F60-64,USA,00:42:34,00:10:55,00:05:27,16:35:49,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
212,Shane Raper,2393,M35-39,USA,00:37:23,00:06:44,00:11:53,16:35:47,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
263,Edward Bailey,2789,M45-49,USA,00:49:33,00:06:02,00:06:10,16:35:45,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
115,Joaquin Berdasco,723,M55-59,PRI,00:38:24,00:07:45,00:04:15,16:35:39,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
169,Graham Welsh,2199,M30-34,USA,00:35:13,00:07:03,00:05:59,16:35:25,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
137,Judi Treat,1328,F40-44,USA,00:30:56,00:05:27,00:05:39,16:35:11,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
213,Carl Rorick,3315,M50-54,USA,00:41:00,00:06:34,00:08:16,16:35:11,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
213,Alejandro Vetencourt,2437,M35-39,VEN,00:39:15,00:05:20,00:09:49,16:35:10,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
118,Michelle Caveness,1391,F45-49,USA,00:38:13,00:06:19,00:05:05,16:35:05,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
90,Danielle Sowle,984,F30-34,USA,00:42:26,00:05:30,00:05:46,16:34:42,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
138,Margaret Richards,1290,F40-44,USA,00:36:11,00:06:05,00:03:58,16:34:39,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
264,Thammaluck Tivirush,3089,M45-49,THA,00:36:57,00:05:32,00:07:02,16:34:36,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
170,Thomas Lucas,111,M30-34,USA,00:31:48,00:06:09,00:09:45,16:34:35,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
139,Monet Deshler,1190,F40-44,USA,00:40:23,00:04:47,00:05:45,16:34:34,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
119,Julienne Prohaska,1522,F45-49,USA,00:39:55,00:06:04,00:10:39,16:34:34,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
126,Erika Imhoff,1068,F35-39,USA,00:37:56,00:04:39,00:04:51,16:34:31,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
265,Michael Maheu,2976,M45-49,USA,00:40:49,00:05:41,00:07:21,16:34:30,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
116,Robert Holmes,3452,M55-59,USA,00:26:08,00:07:21,00:06:20,16:34:27,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
266,John McQuigg,2987,M45-49,USA,00:36:14,00:06:02,00:03:53,16:34:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
269,Harris Caraballo,2508,M40-44,PRI,00:42:03,00:04:12,00:04:53,16:34:15,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
140,Jessica Jones,1231,F40-44,USA,00:43:45,00:04:38,00:05:08,16:34:11,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
117,M. Zubair Jafar,3457,M55-59,USA,00:43:11,00:08:52,00:06:29,16:34:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
51,Team T-T-Chixs,4072,RELAY,USA,00:46:45,00:02:28,00:03:14,16:33:58,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
13,Don Carroum,3595,M65-69,USA,00:36:04,00:07:52,00:07:05,16:33:45,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
118,Michael Bolding,3394,M55-59,USA,00:43:14,00:07:00,00:05:49,16:33:44,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
141,Yaritza Gonzalez-Rodrigue,701,F40-44,PRI,00:40:09,00:02:24,00:06:04,16:33:42,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
43,Kathleen Richardson,1797,F55-59,USA,00:38:11,00:07:10,00:08:41,16:33:33,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
103,Beverly Childress,1600,F50-54,USA,00:50:16,00:07:50,00:12:54,16:33:24,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
270,Benjamin Romero,2700,M40-44,USA,00:42:59,00:04:41,00:04:18,16:33:22,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
91,Casey Schultz,980,F30-34,USA,00:33:25,00:06:10,00:06:53,16:33:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
52,Team Deltas Do Tri,4018,RELAY,USA,00:39:10,00:02:19,00:02:48,16:33:12,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
53,Team Lynne AND Boris,4033,RELAY,USA,00:32:34,00:03:04,00:03:02,16:32:59,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
267,Joel Patrick,3023,M45-49,USA,00:35:48,00:02:26,00:04:05,16:32:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
3,Sandi Wiebe,219,F65-69,USA,00:36:02,00:03:30,00:06:47,16:32:48,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
44,Andrea Hattler Bramson,1764,F55-59,USA,00:33:38,00:04:21,00:06:29,16:32:41,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
104,Michele Whaley,686,F50-54,USA,00:42:09,00:06:16,00:07:52,16:32:37,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
105,Theresa McComb,1658,F50-54,USA,00:35:43,00:02:34,00:03:50,16:32:31,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
119,Robert Edmiston Jr.,3423,M55-59,USA,00:54:11,00:05:43,00:05:14,16:32:25,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
120,Jenny Caicedo,1383,F45-49,USA,00:39:08,00:06:00,00:07:55,16:32:25,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
54,Team Crazy Sexy Cool,4019,RELAY,USA,01:01:06,00:02:19,00:02:36,16:32:24,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
121,Naomi Embleton,1421,F45-49,GBR,00:47:57,00:06:41,00:06:01,16:32:20,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
