Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time
84,Brian Ciemnicki,988,M45-49,USA,00:37:02,02:54:31,02:09:52,05:53:54
93,Anton Toth,1327,M40-44,USA,00:44:59,02:35:17,02:23:46,05:53:59
17,Bruce Herman,244,M60-64,USA,00:26:27,03:10:36,02:07:49,05:54:06
37,Suka Schultz,2616,M18-24,USA,00:42:43,02:50:17,02:12:26,05:54:11
85,John Beckstrand,1289,M45-49,USA,00:46:16,02:52:34,02:02:33,05:54:13
39,Andrea Mitchell-Pasquale,2016,F30-34,USA,00:30:30,02:53:37,02:22:31,05:54:23
86,Alan Holt,3055,M45-49,USA,00:28:26,03:08:05,02:09:14,05:54:23
108,Henry Peacor,1569,M30-34,USA,00:34:40,03:11:39,01:54:08,05:54:34
94,Keb Wilson,2106,M40-44,USA,00:33:55,02:55:05,02:16:08,05:55:03
88,Chad Rolfs,1799,M50-54,USA,00:27:33,03:10:52,02:06:19,05:55:09
89,Stein Dolan,2430,M50-54,USA,00:29:28,03:04:11,02:09:55,05:55:14
95,Dennis Walerius,674,M40-44,USA,00:37:10,03:14:22,01:55:56,05:55:19
27,Theresa Helsel,301,F45-49,USA,00:37:44,02:58:47,02:07:52,05:55:19
32,Sarah Byers,627,F40-44,USA,00:30:25,03:10:18,02:03:32,05:55:23
96,Jeff Dean,2267,M40-44,USA,00:39:32,02:54:30,02:12:03,05:55:24
2,Brenda Gustin,440,F60-64,USA,00:42:28,02:56:03,02:09:27,05:55:31
-,Team National Lampoon'S Triathlon Vacatio,4025,RELAY,USA,00:34:18,03:28:09,01:46:40,05:55:32
117,Tom Welsh,1159,M35-39,USA,00:38:51,02:59:07,02:07:27,05:55:33
33,Jillian Chaney,2272,F40-44,USA,00:39:49,03:11:05,01:52:40,05:55:35
37,Annabeth Dean,322,F35-39,USA,00:36:05,02:51:07,02:20:02,05:55:35
28,Karen Woodward,411,F45-49,USA,00:42:41,02:59:49,02:01:36,05:55:35
118,Christian Jenson,1844,M35-39,USA,00:29:35,03:06:16,02:06:58,05:55:52
9,Heleen Reed,771,F50-54,USA,00:32:29,02:57:28,02:17:35,05:55:55
3,Ellen Hart,171,F60-64,USA,00:38:06,02:59:34,02:06:52,05:55:59
119,Christopher Jones,490,M35-39,USA,00:37:55,03:21:27,01:46:21,05:56:02
38,Wendy Seguine,165,F35-39,USA,00:34:42,03:02:05,02:11:01,05:56:05
87,Christopher Allmon,1772,M45-49,USA,00:39:12,02:55:03,02:06:17,05:56:08
97,Bracken Webb,1768,M40-44,USA,00:42:00,02:55:58,02:05:24,05:56:13
98,Kevin Bishop,2995,M40-44,USA,00:31:38,03:02:02,02:04:16,05:56:16
99,Ron Sucik,2720,M40-44,USA,00:33:49,03:04:34,02:05:27,05:56:20
90,Marcel Schneider,1916,M50-54,NLD,00:47:26,02:55:56,01:53:53,05:56:21
38,Samuel Harrison,1674,M18-24,USA,00:38:59,03:11:43,01:52:44,05:56:26
88,Darren Evans,1169,M45-49,USA,00:40:14,02:49:54,02:14:44,05:56:28
39,Heather Jenson,2947,F35-39,USA,00:34:19,03:05:53,02:02:03,05:56:30
40,Jessica Demolder,1858,F30-34,FRA,00:50:09,02:50:43,02:06:44,05:56:34
46,Willy Reese,974,M55-59,USA,00:30:37,03:04:14,02:09:04,05:56:40
100,Ben Wagner,2211,M40-44,USA,00:34:30,02:56:35,02:09:41,05:56:50
101,Taylor Wright,2836,M40-44,USA,00:40:17,02:54:47,02:05:49,05:56:53
120,Tyson Williams,519,M35-39,USA,00:38:04,02:55:10,02:15:11,05:56:55
91,Brent Bills,837,M50-54,USA,00:43:10,03:00:17,02:02:29,05:56:57
39,Clayton Thatcher,2404,M18-24,USA,00:42:54,02:55:22,02:03:19,05:57:01
23,Emma Dow,1707,F25-29,USA,00:30:15,03:04:19,02:12:42,05:57:14
89,James Erlandson,657,M45-49,USA,00:37:04,02:41:56,02:28:23,05:57:19
3,Larry Davidson,1981,M65-69,USA,00:40:02,03:00:19,02:05:44,05:57:20
92,Paul Klinedinst,1428,M50-54,USA,00:43:27,02:57:51,02:02:13,05:57:24
18,Thomas Milligan,1253,M60-64,USA,00:39:30,02:46:51,02:19:31,05:57:28
47,Dan Thomas,633,M55-59,USA,00:32:48,02:57:13,02:18:21,05:57:32
40,Lucas Hoeksema,2445,M18-24,USA,00:35:15,03:10:50,01:54:22,05:57:37
48,Donald Lamarche,2057,M55-59,CAN,00:37:15,02:50:29,02:19:26,05:57:44
40,Andrea L'Heureux,919,F35-39,USA,00:37:07,02:53:11,02:16:51,05:57:45
90,Aaron Telford,2295,M45-49,USA,00:34:38,02:56:34,02:13:16,05:57:48
109,Matthias Hoefler,2986,M30-34,DEU,00:38:36,02:49:31,02:19:02,05:57:50
121,Cory Rickard,1429,M35-39,USA,00:39:35,02:49:59,02:17:24,05:57:58
93,George Ramirez,979,M50-54,USA,00:42:33,03:08:53,01:49:35,05:58:01
29,Cora Starzomski,789,F45-49,BMU,00:32:55,02:56:07,02:19:17,05:58:03
68,Brett Gage,205,M25-29,USA,00:45:09,02:46:40,02:17:29,05:58:03
102,Rob Green,1125,M40-44,USA,00:37:21,02:57:57,02:08:38,05:58:04
122,Brandon Juarez,2847,M35-39,USA,00:46:06,03:02:21,01:55:03,05:58:04
110,Andrew Glueckert,1604,M30-34,USA,00:40:06,03:01:49,02:02:00,05:58:06
111,Lucas Robinson,2998,M30-34,USA,00:36:48,03:12:05,01:59:54,05:58:11
123,Damon Demars,3090,M35-39,USA,00:42:05,02:53:32,02:06:04,05:58:17
124,Michael Erikson,544,M35-39,USA,00:37:28,02:58:58,02:13:02,05:58:18
41,Heidi Herd,1597,F35-39,USA,00:36:13,03:08:23,01:59:09,05:58:24
69,Sebastian Taracena,1886,M25-29,MEX,00:36:18,03:08:12,02:02:23,05:58:26
94,Daniel McDonald,2684,M50-54,USA,00:40:26,02:55:55,02:03:53,05:58:27
103,Curtis Peters,2328,M40-44,USA,00:42:34,02:57:53,02:04:32,05:58:28
112,Scott Krause,2891,M30-34,USA,00:36:11,03:00:25,02:11:44,05:58:28
91,Jay Jarden,673,M45-49,USA,00:40:01,02:59:47,02:06:56,05:58:31
92,Paul Shoemaker,1005,M45-49,USA,00:41:20,02:57:24,02:07:29,05:58:35
41,Ashley Wilking,195,F30-34,USA,00:36:47,03:15:34,01:58:53,05:58:45
34,Marion Jeanne,582,F40-44,FRA,00:40:23,02:54:21,02:12:51,05:58:46
93,Chris Limongelli,984,M45-49,USA,00:41:46,03:00:06,02:07:08,05:58:49
113,Christopher Merkley,2313,M30-34,USA,00:41:23,02:59:41,02:05:05,05:58:50
114,Ben Zintak,1931,M30-34,USA,00:33:57,03:05:35,02:08:22,05:58:53
10,Glenda Adams,1874,F50-54,USA,00:37:47,03:07:15,02:05:39,05:58:57
94,Kevin Harris,2798,M45-49,USA,00:43:15,03:03:18,02:00:52,05:59:04
104,Lund Smith,1997,M40-44,USA,00:36:14,02:47:02,02:26:51,05:59:04
125,Spencer Dickson,2245,M35-39,USA,00:43:18,03:03:31,02:00:45,05:59:05
126,Anurag Bhatia,1375,M35-39,USA,00:35:50,02:48:05,02:21:51,05:59:06
95,David Freeman,1390,M45-49,USA,00:48:10,02:49:16,02:09:53,05:59:09
96,Arthur Lebaron,1677,M45-49,USA,00:40:48,02:54:11,02:14:20,05:59:17
42,Kathryn Burruss,2814,F30-34,USA,00:39:25,03:12:04,01:55:49,05:59:21
97,Ran Shenhar,1399,M45-49,USA,00:35:11,03:07:08,02:05:58,05:59:25
127,Abraham Cohen,946,M35-39,VEN,00:37:41,02:46:21,02:22:44,05:59:27
105,Christopher White,1238,M40-44,USA,00:38:58,02:54:40,02:15:18,05:59:27
49,Parker Wiggin,691,M55-59,USA,00:38:43,02:56:42,02:10:01,05:59:32
95,Edward Dressel,1910,M50-54,USA,00:32:37,03:05:07,02:11:48,05:59:33
98,Tim Logan,2972,M45-49,USA,00:35:23,03:06:39,02:03:45,05:59:34
11,Christine Bell,532,F50-54,AUS,00:31:59,03:09:45,02:08:48,05:59:36
99,Spencer Scoville,3019,M45-49,USA,00:37:32,02:59:48,02:09:53,05:59:46
70,Parker Scott,2544,M25-29,USA,00:36:35,03:08:04,02:02:52,05:59:47
128,Ken Frei,2114,M35-39,USA,00:43:45,02:53:51,02:10:46,05:59:58
115,Kyle Miller,2668,M30-34,USA,00:34:35,02:50:08,02:19:15,05:59:59
12,Lisa Bries,1168,F50-54,USA,00:38:07,03:02:41,02:08:31,06:00:04
106,Scott Herd,1596,M40-44,USA,00:43:42,02:59:00,02:03:15,06:00:09
129,Decker Geddes,2708,M35-39,USA,00:42:13,02:53:03,02:07:12,06:00:11
107,John Lytle,702,M40-44,USA,00:38:43,03:00:45,02:09:56,06:00:16
130,Steve Berardi,2376,M35-39,USA,00:47:39,03:10:56,01:45:14,06:00:21
96,Eric Heindl,664,M50-54,USA,00:34:11,02:53:45,02:21:05,06:00:22
42,Amelia Van Dyke,2151,F35-39,USA,00:35:56,03:01:59,02:12:34,06:00:26
41,Benjamin Lee,3064,M18-24,USA,00:37:47,03:00:05,02:09:49,06:00:26
97,Wade Argyle,1247,M50-54,USA,00:41:59,02:50:57,02:17:37,06:00:36
42,Dante Richitelli,2641,M18-24,USA,00:47:45,03:01:38,01:55:04,06:00:49
-,Team Wildcats4,4069,RELAY,USA,00:43:27,02:56:10,02:13:12,06:01:01
108,Christopher Field,925,M40-44,USA,00:39:07,03:01:49,02:10:01,06:01:09
50,Sid Wavrin,466,M55-59,USA,00:35:35,03:01:24,02:14:48,06:01:17
30,Denay Clark,1545,F45-49,USA,00:38:46,03:13:12,01:58:03,06:01:24
71,Matthew Holdaway,3027,M25-29,USA,00:35:19,03:04:24,02:10:47,06:01:25
51,Mark Evans,1502,M55-59,USA,00:35:46,03:00:08,02:16:30,06:01:25
109,Michael Russell,2717,M40-44,USA,00:44:54,02:48:03,02:19:22,06:01:39
110,Brian Dao,2377,M40-44,USA,00:46:54,02:56:40,02:08:50,06:01:40
100,Shawn Pennartz,2839,M45-49,USA,00:44:00,02:54:05,02:05:49,06:01:40
35,Holly Sortomme,860,F40-44,USA,00:27:53,03:08:38,02:13:27,06:01:50
131,Carlos Omar,2840,M35-39,USA,00:38:33,03:06:00,02:04:31,06:01:52
101,Richard Henry,546,M45-49,USA,00:29:14,03:12:45,02:08:43,06:02:14
132,Billy Becerra,1028,M35-39,USA,00:40:48,02:57:52,02:12:06,06:02:14
13,Terri Stone,391,F50-54,USA,00:43:42,03:04:53,02:02:15,06:02:14
36,Jody Barton,1459,F40-44,USA,00:34:45,02:57:11,02:21:51,06:02:24
102,Dan Hallett,1757,M45-49,USA,00:38:27,03:08:12,01:56:45,06:02:34
111,Scott Williams,1577,M40-44,USA,00:39:12,02:55:24,02:12:30,06:02:43
112,Abraham Smith,2596,M40-44,USA,00:31:32,03:06:30,02:08:16,06:02:43
133,Andrew Kendall,770,M35-39,USA,00:39:21,02:56:59,02:14:39,06:02:45
134,Josh Jenkins,2125,M35-39,USA,00:50:11,02:54:16,02:00:22,06:02:48
116,Matthew Ferguson,2081,M30-34,USA,00:39:10,02:52:13,02:14:25,06:02:50
72,Rodrigo Lozano Gutierrez,1739,M25-29,MEX,00:50:16,02:57:06,02:01:30,06:02:53
43,Jaron Erickson,2412,M18-24,USA,00:37:59,03:18:45,01:49:53,06:02:56
43,Theresa Bender,1537,F35-39,USA,00:51:05,03:00:54,02:00:31,06:02:58
19,Kirk Jenkins,2051,M60-64,USA,00:40:47,02:58:24,02:08:55,06:03:00
31,Cynthia Perry,2389,F45-49,USA,00:36:16,03:07:43,02:07:07,06:03:03
52,Marcelo Gaete,1063,M55-59,USA,00:41:56,02:56:37,02:13:40,06:03:07
43,Charlie Coates,2053,F30-34,USA,00:27:51,03:12:28,02:12:20,06:03:09
44,Amanda Kull,2802,F30-34,USA,00:44:05,03:03:50,01:58:45,06:03:11
135,Andrew Santelli,1906,M35-39,USA,00:31:43,02:53:58,02:29:50,06:03:15
103,Elliott Smith,235,M45-49,USA,00:52:54,02:45:28,02:09:33,06:03:16
104,Jason Lefringhouse,2647,M45-49,USA,00:39:15,03:16:59,01:56:34,06:03:21
-,Team Baker City Tri,4003,RELAY,USA,00:33:36,03:09:24,02:15:16,06:03:23
113,Louis Perry,458,M40-44,USA,00:38:56,02:56:40,02:17:30,06:03:25
44,Jack Roberts,2048,M18-24,USA,00:45:44,03:07:15,01:50:18,06:03:26
4,Mimi Ford,2506,F60-64,USA,00:35:16,02:57:59,02:18:43,06:03:30
136,Charles Botensten,701,M35-39,USA,00:40:42,03:08:45,02:00:55,06:03:40
53,Kirk Waldron,1263,M55-59,USA,00:41:16,03:12:08,02:01:45,06:03:41
114,Dustin Edwards,2482,M40-44,USA,00:40:43,03:00:44,02:11:16,06:03:42
54,Joe Rink,2563,M55-59,USA,00:38:30,03:03:17,02:11:34,06:03:42
137,Jeffrey Wieland,3089,M35-39,USA,00:42:20,02:55:11,02:14:10,06:03:43
115,Rus Southwick,1132,M40-44,USA,00:36:14,03:02:44,02:14:07,06:03:44
4,Faron Reed,463,M65-69,USA,00:35:03,02:56:50,02:21:24,06:03:49
105,Patrick Smith,790,M45-49,USA,00:38:02,02:58:44,02:17:11,06:03:52
117,Gene Diedrich,2494,M30-34,USA,00:47:28,02:52:20,02:07:33,06:03:54
138,Michael Adams,2074,M35-39,USA,00:41:19,02:48:02,02:20:02,06:03:56
73,Isaac Preston,2242,M25-29,USA,00:40:29,03:14:03,02:00:31,06:04:05
14,Marguerite Harris,614,F50-54,USA,00:32:24,03:04:16,02:19:15,06:04:10
139,Trapper Yates,2625,M35-39,USA,00:41:00,03:08:29,01:59:12,06:04:10
140,Jordan Beakley,2001,M35-39,USA,00:39:20,03:06:16,02:03:33,06:04:11
141,Peter O'Brien,2632,M35-39,USA,00:33:23,03:08:53,02:06:15,06:04:13
15,Ellie Hirshberg,2622,F50-54,USA,00:38:40,02:49:11,02:20:30,06:04:13
116,Matthew Babcock,2936,M40-44,USA,00:40:03,03:04:56,02:09:15,06:04:22
24,Lauren Preston,2846,F25-29,USA,00:29:00,03:03:37,02:24:25,06:04:28
45,Alex Hedvat,2548,M18-24,USA,00:33:59,03:07:23,02:10:52,06:04:41
118,Dustin Kendrick,2760,M30-34,USA,00:41:07,02:58:02,02:13:29,06:04:52
37,Kristin McPhie,2486,F40-44,USA,00:41:34,03:04:25,02:08:39,06:04:53
119,Erik Seibt,2634,M30-34,USA,00:39:25,03:03:56,02:08:48,06:05:00
120,Kevin Goles,2640,M30-34,USA,00:46:30,02:56:46,02:09:06,06:05:04
74,Dylan Eisner,933,M25-29,USA,00:56:29,03:02:28,01:54:10,06:05:08
44,Stacey Wiederhold,1081,F35-39,USA,00:30:38,03:18:00,02:06:49,06:05:12
98,Jonathan 'Mike' McComb,3002,M50-54,USA,00:34:37,02:58:50,02:21:10,06:05:18
75,Michael Arciniega,2160,M25-29,USA,00:38:49,03:09:37,01:57:52,06:05:18
121,Larry Sutter,1485,M30-34,USA,00:41:43,03:03:52,02:03:28,06:05:25
106,Matt Lindgren,1855,M45-49,SWE,00:41:35,02:57:01,02:15:26,06:05:37
55,Michael Jones,1712,M55-59,USA,00:39:22,02:53:58,02:21:09,06:05:40
122,Mitchell Forrer,1199,M30-34,USA,00:38:49,03:04:57,02:07:07,06:05:43
99,Humberto Ochoa,2094,M50-54,USA,00:40:58,03:08:11,02:02:49,06:05:45
38,Allison Snow,2925,F40-44,USA,00:37:38,03:07:19,02:12:39,06:05:51
142,David Hernandez,2309,M35-39,USA,00:40:36,02:56:10,02:15:08,06:05:55
143,Esteban Gallego,2217,M35-39,USA,00:38:25,03:03:59,02:11:36,06:05:57
117,Benjamin Sollars,1160,M40-44,USA,00:40:04,03:05:37,02:11:54,06:06:09
144,Kaden Comadena,3023,M35-39,USA,00:43:42,03:25:21,01:42:27,06:06:14
45,Allison Gomez,2104,F35-39,USA,00:37:20,03:09:11,02:09:26,06:06:19
123,Gabriel Schloss,2706,M30-34,USA,00:43:41,03:08:26,02:02:15,06:06:22
145,Damien Myers,2590,M35-39,USA,00:33:38,03:18:58,02:03:21,06:06:24
107,Maximiliano Valderrama Espinosa,2648,M45-49,USA,00:42:33,02:49:20,02:09:46,06:06:30
5,Rob Duncanson,1787,M65-69,USA,00:41:58,03:02:29,02:06:31,06:06:39
146,Jason Farkas,1640,M35-39,USA,00:33:31,03:01:39,02:18:56,06:06:40
124,Rob Pitts,3022,M30-34,USA,00:40:55,03:11:24,02:00:23,06:06:45
56,Rob Vandervort,2082,M55-59,USA,00:31:43,02:56:06,02:23:19,06:06:47
118,Jordan Dejong,2949,M40-44,USA,00:41:04,03:00:44,02:14:44,06:06:56
108,Jeff Titterton,2458,M45-49,USA,00:32:50,03:08:33,02:08:15,06:06:56
46,Soren Johnson,1743,M18-24,USA,00:39:36,03:06:26,02:10:46,06:06:59
20,Gary Bowen,2170,M60-64,USA,00:36:19,02:58:46,02:16:17,06:07:03
25,Megan Hyland,1512,F25-29,USA,00:38:23,03:15:12,02:01:47,06:07:04
16,Doreen Schatte,541,F50-54,USA,00:40:39,03:06:45,02:09:08,06:07:11
119,Jeffrey Gardiner,2142,M40-44,USA,00:41:55,02:57:13,02:09:28,06:07:12
39,Nicole Montgomery,639,F40-44,USA,00:44:52,03:03:02,02:08:45,06:07:14
76,Austin Gray,2350,M25-29,USA,00:39:14,02:53:35,02:19:18,06:07:24
109,Jamie Park,2431,M45-49,USA,00:28:40,02:57:43,02:31:31,06:07:24
32,Tina Kunstbeck,1329,F45-49,USA,00:43:19,03:09:47,02:03:13,06:07:27
110,Jarom Olson,2119,M45-49,USA,00:32:44,03:06:51,02:11:43,06:07:35
125,Eamos Fennell,1437,M30-34,IRL,00:41:43,02:56:08,02:17:47,06:07:37
120,Brian Amende,750,M40-44,USA,00:34:09,03:20:22,02:04:43,06:07:41
100,Tom Chien,2187,M50-54,USA,00:40:44,02:49:29,02:24:31,06:07:42
45,Lauren Rodes,215,F30-34,USA,00:36:39,02:59:45,02:18:30,06:07:48
101,Thomas Bellos,1543,M50-54,USA,00:43:17,03:08:52,02:01:55,06:07:48
111,Dan Hagarty,563,M45-49,USA,00:37:51,02:59:28,02:20:08,06:07:57
126,Benjamin Russell,1212,M30-34,USA,00:42:47,02:51:36,02:22:18,06:07:58
121,Brock Miller,1478,M40-44,USA,00:39:31,02:57:20,02:18:41,06:08:02
47,Josh Strong,3091,M18-24,USA,00:39:09,03:10:26,02:04:40,06:08:02
77,Michael Grinnell,2474,M25-29,USA,00:37:01,03:09:55,02:09:41,06:08:05
78,Joseph Arico,2473,M25-29,USA,00:38:46,03:07:52,02:09:42,06:08:08
21,Grant Burkhart,1692,M60-64,USA,00:36:10,02:53:05,02:24:21,06:08:13
127,Jordan Tanner,2822,M30-34,USA,00:35:26,02:56:27,02:26:11,06:08:13
122,Luke Dragovich,2838,M40-44,USA,00:37:51,02:59:13,02:15:57,06:08:21
102,David Eldredge,1678,M50-54,USA,00:35:33,02:58:30,02:22:48,06:08:23
147,Brian Harris,1479,M35-39,USA,00:31:18,03:05:58,02:19:59,06:08:27
123,Ian Gerritsen,531,M40-44,USA,00:43:23,02:58:00,02:18:53,06:08:28
22,Scott McIntyre,601,M60-64,USA,00:35:50,03:06:18,02:14:00,06:08:30
46,Kelly Tran,643,F30-34,USA,00:40:20,03:05:59,02:12:45,06:08:34
40,Rose Palmer,1361,F40-44,USA,00:34:19,03:08:36,02:15:47,06:08:40
112,Heath Snow,477,M45-49,USA,00:41:06,02:52:11,02:22:57,06:08:45
47,Aliesa Hansmann,2226,F30-34,USA,00:37:54,02:58:52,02:17:23,06:08:52
79,Christian Hanseler,2514,M25-29,USA,00:32:59,03:08:12,02:14:58,06:08:56
128,Charlie Witte,2893,M30-34,USA,00:42:37,02:58:41,02:08:07,06:09:09
124,David Snodgrass,2492,M40-44,USA,00:47:25,03:07:52,02:03:54,06:09:12
113,Raj Naik,1807,M45-49,USA,00:36:44,03:00:29,02:21:07,06:09:19
80,Aaron Stimson,2264,M25-29,USA,00:38:16,03:05:34,02:10:04,06:09:36
148,Derek Anderson,2238,M35-39,USA,00:29:50,03:02:08,02:27:49,06:09:36
26,Skyler Kottenstette,2748,F25-29,USA,00:32:22,03:12:03,02:16:44,06:09:48
129,Robert Camacho,2175,M30-34,USA,00:40:55,02:58:35,02:15:06,06:09:50
125,Josh Phillips,1868,M40-44,USA,00:40:12,02:54:31,02:17:54,06:09:52
4,Katie Pack,2323,F18-24,USA,00:27:06,03:29:34,02:05:23,06:09:57
114,Rick Douglas,526,M45-49,USA,00:37:44,03:04:51,02:09:14,06:10:02
81,Nick Hughes,3065,M25-29,USA,00:31:57,03:15:17,02:13:52,06:10:05
115,David Smith,2040,M45-49,FIN,00:36:24,03:11:14,02:13:16,06:10:05
17,Lori Norton,1425,F50-54,USA,00:34:40,03:02:04,02:20:29,06:10:14
149,Scott Booth,2770,M35-39,USA,00:35:59,02:58:56,02:21:10,06:10:21
130,Derek Weyhrauch,2851,M30-34,USA,00:36:56,02:59:14,02:25:54,06:10:27
-,Team Rbc,4033,RELAY,USA,00:39:40,03:21:17,02:03:12,06:10:27
41,Marilee Webb,194,F40-44,USA,00:39:04,03:11:06,02:12:40,06:10:30
48,Nathan Ward,2718,M18-24,USA,00:35:18,02:58:43,02:22:16,06:10:40
57,Randy Astin,395,M55-59,USA,00:39:14,03:04:56,02:13:21,06:10:45
103,Tory Adair,571,M50-54,USA,00:33:40,02:57:51,02:30:38,06:10:46
27,Anna Purcell,2411,F25-29,USA,00:42:59,03:28:47,01:48:36,06:10:47
131,Marcus Barton,2252,M30-34,USA,00:38:22,02:44:20,02:35:38,06:10:58
126,Andrew Oldroyd,1902,M40-44,USA,00:43:35,03:09:27,02:09:43,06:11:01
33,Carrie Caeton,938,F45-49,USA,00:35:37,03:05:29,02:17:50,06:11:03
104,Cuan Petersen,564,M50-54,USA,00:29:24,02:59:33,02:32:47,06:11:09
-,Team Tri-Fecta,4058,RELAY,USA,00:34:17,03:04:12,02:16:40,06:11:14
18,Inge Wiersema,2730,F50-54,USA,00:38:20,03:04:46,02:12:54,06:11:16
132,Daniel Arciniegas,2659,M30-34,USA,00:37:26,03:11:06,02:08:46,06:11:23
105,Brett Myers,2783,M50-54,USA,00:43:55,03:22:28,01:52:02,06:11:27
150,Daniel Crandall,2164,M35-39,USA,00:49:42,03:01:47,02:00:52,06:11:29
46,Erin Ladendorf,209,F35-39,USA,00:39:19,03:16:50,02:07:52,06:11:29
82,David Graham JR,1639,M25-29,USA,00:39:49,03:05:35,02:13:17,06:11:37
19,Sharon Byun,1821,F50-54,USA,00:33:09,03:14:02,02:14:17,06:11:42
83,Thomas Sheridan,1746,M25-29,USA,00:25:24,03:12:38,02:26:00,06:11:48
151,Kyle Gold,2079,M35-39,USA,00:38:43,02:55:35,02:23:37,06:11:57
127,Rami Wilder,585,M40-44,USA,00:48:21,03:02:05,02:10:59,06:11:59
128,Edgar Macias,2794,M40-44,USA,00:45:31,03:13:58,01:54:58,06:12:07
129,Bryan Colemere,1223,M40-44,USA,00:37:41,03:05:46,02:12:56,06:12:11
34,Ana Call,1806,F45-49,USA,00:43:50,03:12:40,02:07:32,06:12:12
42,Joellen Kohlman-Petrick,2360,F40-44,USA,00:36:52,03:20:10,02:03:33,06:12:13
84,Adam Arnett,2397,M25-29,USA,00:36:38,03:09:26,02:12:46,06:12:14
58,Ken Clifford,1128,M55-59,USA,00:47:14,02:53:51,02:19:25,06:12:15
152,Mike Nieraeth,1972,M35-39,USA,00:41:03,03:19:08,01:57:53,06:12:19
59,Stan Hopkins,356,M55-59,USA,00:30:39,02:50:17,02:43:43,06:12:22
153,Peter Calvin,2619,M35-39,USA,00:37:45,02:56:26,02:25:12,06:12:29
47,Jessica Hauschulz,1193,F35-39,USA,00:38:33,03:05:51,02:17:32,06:12:30
20,Jennifer Rieske,2558,F50-54,USA,00:42:29,03:08:51,02:09:15,06:12:34
133,Taylor Petersen,2758,M30-34,USA,00:47:57,03:01:52,02:11:07,06:12:34
106,Sean Grady,567,M50-54,USA,00:35:18,02:54:19,02:33:34,06:12:36
85,Gregor Barney,2297,M25-29,USA,00:41:25,03:01:06,02:16:33,06:12:37
107,John Doty,2973,M50-54,USA,00:35:50,03:10:47,02:10:36,06:12:38
134,Brian Harmse,2808,M30-34,USA,00:36:12,03:01:47,02:16:48,06:12:48
108,Timothy Corliss,2257,M50-54,USA,00:43:35,02:52:34,02:20:48,06:12:50
43,Lara Sloan,1960,F40-44,USA,00:42:14,03:02:44,02:16:20,06:12:59
116,Marcus Rampton,852,M45-49,USA,00:38:10,03:01:44,02:19:36,06:13:17
35,Jennifer Fralick,759,F45-49,USA,00:46:35,03:07:00,02:10:33,06:13:17
130,Joshua Abrams,2409,M40-44,USA,00:43:08,02:59:07,02:17:57,06:13:29
60,Chip Henry,1141,M55-59,USA,00:43:32,02:57:54,02:23:18,06:13:30
131,Brian Chudleigh,2842,M40-44,USA,00:34:09,02:54:22,02:34:41,06:13:30
135,Grant Shumway,2818,M30-34,USA,00:50:32,03:02:43,02:05:51,06:13:32
136,Antonny Oliveira,2773,M30-34,USA,00:39:48,03:00:28,02:18:48,06:13:40
109,Harold Garner,735,M50-54,USA,00:37:32,03:00:55,02:23:06,06:13:46
132,Elijah Barao,1194,M40-44,USA,00:37:05,03:03:44,02:22:28,06:13:54
133,Matthew Cuneo,2690,M40-44,USA,00:39:05,03:08:00,02:13:04,06:13:54
86,Patrick Altemose,2987,M25-29,USA,00:39:12,03:16:36,02:04:30,06:13:59
137,Thomas Hathaway,2210,M30-34,USA,00:37:32,03:23:17,01:59:43,06:14:13
134,Jeremy Sage,1815,M40-44,USA,00:42:15,02:59:48,02:19:56,06:14:21
21,Gayle Hoffmeister,2589,F50-54,USA,00:42:54,03:15:44,02:02:16,06:14:24
48,Carlie Pietsch,1274,F30-34,USA,00:41:19,03:16:27,02:03:08,06:14:27
87,Mark Harbauer,2757,M25-29,USA,00:45:32,03:21:04,01:55:45,06:14:30
117,Jan Mojs,1621,M45-49,CZE,00:43:55,03:11:52,02:02:32,06:14:31
138,Brett Everill,708,M30-34,USA,00:45:22,03:07:43,02:05:38,06:14:40
44,Elisabeth Reed,1767,F40-44,USA,00:37:12,03:12:48,02:14:47,06:14:44
154,Robert Morrison,2013,M35-39,USA,00:41:06,03:02:07,02:14:58,06:14:50
88,Josh Hunter,2198,M25-29,USA,00:39:13,03:02:45,02:22:24,06:14:50
110,Blaine Knight,536,M50-54,USA,00:34:52,03:02:44,02:24:36,06:14:56
111,Carl Yeremian,2510,M50-54,USA,00:41:59,03:00:56,02:18:59,06:14:59
6,Mark Holland,1222,M65-69,USA,00:38:14,03:00:15,02:27:17,06:15:03
155,Nicholas Molby,2512,M35-39,USA,00:29:24,02:55:23,02:36:34,06:15:06
135,Emmanuel Vargas,1817,M40-44,USA,00:43:36,03:04:39,02:13:18,06:15:07
22,Julie Keyes,1676,F50-54,USA,00:34:46,03:13:24,02:16:58,06:15:11
136,Chris Williams,2546,M40-44,USA,00:36:16,03:05:28,02:19:59,06:15:17
49,Jennifer Maslanka,1747,F30-34,USA,00:48:07,03:20:28,01:53:54,06:15:18
118,John Bongiovanni,372,M45-49,USA,00:37:32,02:57:43,02:27:05,06:15:18
139,Tyler Schoolcraft,2256,M30-34,USA,00:48:22,03:01:44,02:13:32,06:15:18
48,Anne Roberts,2321,F35-39,USA,00:37:05,03:16:24,02:07:33,06:15:21
112,Yoshio Matsumoto,1145,M50-54,USA,00:39:21,03:06:04,02:17:07,06:15:25
61,Perry Hacker,617,M55-59,USA,00:54:26,03:11:22,01:50:36,06:15:27
